catnum,major_minor_code,course_title,course_desc,course_type,units,course_level,active_flag,create_date,last_update_date,updated_by_user_id,optimistic_lock,locked_by_user_id
EENG-3035,ENG,Principles of Optics,"Geometric and wave optics are covered together, moving from ray tracing through thin lenses and mirrors to interference, diffraction, and polarization phenomena explained by the wave nature of light. Diffraction gratings, thin-film interference, and simple imaging systems are analyzed quantitatively using worked examples. The course provides the optical foundation used by later courses in lasers and optoelectronic devices.",LEC,4,3,t,,,,,
EENG-3040,ENG,Lasers,"Population inversion, optical gain, and cavity resonance are developed from rate equations to explain how a laser reaches threshold and produces coherent output, with gas, solid-state, and semiconductor gain media compared as worked examples. Cavity design, longitudinal mode structure, and output coupling are treated at an introductory level sufficient to estimate threshold current or pump power for a given design. The course builds the foundation that a later course extends into pulsed and high-power laser systems.",LEC,4,3,t,,,,,
EENG-3045,ENG,Semiconductor Optoelectronic Devices,"Light-emitting diodes, laser diodes, and photodetectors are analyzed by connecting semiconductor band structure to optical absorption and emission, covering direct versus indirect bandgap materials, quantum efficiency, and responsivity. Solar cells are treated as a related device that converts absorbed photons into current rather than emitting light. Worked problems calculate emission wavelength, efficiency, or detector responsivity from given material parameters.",LEC,4,3,t,,,,,
EENG-3050,ENG,Semiconductor Optoelectronic Devices Laboratory,"Students measure the current-voltage and light-output characteristics of light-emitting diodes and laser diodes, and use a photodetector setup to record responsivity as a function of wavelength. A closing experiment characterizes a small photovoltaic cell under varying illumination and computes its efficiency. Laboratory companion to EENG-3045.",LAB,2,3,t,,,,,
EENG-3055,ENG,Logic Circuit Synthesis and Optimization,"Two-level and multilevel logic minimization techniques are covered here, including tabular and algebraic factoring methods used to reduce gate count and propagation delay, along with the use of dont-care conditions to further simplify a design. Technology mapping onto standard cell libraries and programmable logic architectures is introduced alongside timing and area tradeoffs. Design exercises optimize a given logic function under competing area, delay, and power constraints.",LEC,4,3,t,,,,,
EENG-3060,ENG,VLSI Design I,"CMOS transistor operation is applied to the design of static logic gates, covering pull-up and pull-down network construction, gate sizing for target delay, and the layout rules that govern how transistors are physically arranged on a chip. Propagation delay and power dissipation are estimated by hand using simplified transistor models before more detailed simulation is introduced. The course establishes a static design flow that a later course extends to dynamic circuits and memory.",LEC,4,3,t,,,,,
EENG-3065,ENG,VLSI Design I Laboratory,"Students design and simulate CMOS logic gates at the transistor level, laying out cells according to design rules and verifying that the layout matches the intended schematic before extracting parasitic capacitances for timing analysis. A final project has students assemble a small standard-cell block, such as a multiplexer or adder, and verify its function through simulation. Laboratory companion to EENG-3060.",LAB,2,3,t,,,,,
EENG-3070,ENG,Introduction to Digital Signal Processing,"Discrete-time signals and systems are the subject here, covering sampling, the z-transform, difference equations, and the design of simple finite and infinite impulse response filters. Students move from continuous signals to their sampled representations and examine how aliasing, quantization, and filter order affect a processed waveform. Homework problems use short numerical exercises to connect the transform-domain theory to time-domain filtering results.",LEC,4,3,t,,,,,
EENG-3075,ENG,Introduction to Antennas,"Antennas here are treated as system components rather than electromagnetics problems: the course surveys dipole, patch, horn, and reflector types by the tradeoffs an engineer actually chooses between, such as bandwidth, beamwidth, and ease of integration into a transmitter chain. Link budgets, standing wave ratio, and impedance matching networks connect antenna performance to overall system range and reliability. Case studies compare antenna choices across handset, base station, and satellite applications.",LEC,4,3,t,,,,,
EENG-3080,ENG,Introduction to Antennas Laboratory,"Radiation patterns of dipole, patch, and horn antennas are measured on an anechoic or open-range test setup, and students compare the measured gain, beamwidth, and polarization to simulated or specified values. A matching-network exercise has students tune an antenna's input impedance to a target frequency using a vector network analyzer. Laboratory companion to EENG-3075.",LAB,2,3,t,,,,,
EENG-3085,ENG,Introduction to Embedded System Design,"Microcontroller-based systems are introduced through their building blocks: general-purpose input and output pins, timers, interrupts, and serial communication peripherals. Students design simple event-driven programs that read a sensor, control an actuator, and communicate status over a serial link, learning to reason about timing constraints and limited memory along the way. The course treats hardware and firmware as a single design problem rather than teaching each in isolation.",LEC,4,3,t,,,,,
EENG-3090,ENG,Introduction to Embedded System Design Laboratory,"Weekly exercises have students wire a microcontroller development board to sensors and actuators and write firmware to drive them, progressing from a blinking indicator light to a small project such as a temperature-triggered fan controller. Oscilloscopes and logic analyzers are used to debug timing problems in interrupt handlers and serial communication. Laboratory companion to EENG-3085.",LAB,2,3,t,,,,,
EENG-3095,ENG,Communication Networks,"Packet-switched network architecture is examined layer by layer, from framing and medium access control up through routing and basic transport protocols, using layered reference models to organize the material. Queueing delay, throughput, and error control are analyzed quantitatively for simple network topologies. Case studies cover wired local area networks and wireless access, contrasting their medium access and error-handling strategies.",LEC,4,3,t,,,,,
EENG-3100,ENG,Electric Machines and Drives,"DC, induction, and synchronous machines are analyzed through equivalent circuit models that predict torque, speed, and efficiency under varying load, and the course extends this to the power electronic drives that control them. Steady-state and basic dynamic behavior are covered for each machine type, along with the switching converter topologies commonly paired with them. Worked problems size a motor and drive combination for a target speed and torque profile.",LEC,4,3,t,,,,,
EENG-3105,ENG,Electric Machines and Drives Laboratory,"Students run induction and DC machines on a test bench, measuring torque-speed curves with a dynamometer and comparing them to the equivalent circuit predictions developed in lecture. A later session connects a machine to a variable-frequency drive and records startup and speed-regulation behavior under changing load. Laboratory companion to EENG-3100.",LAB,2,3,t,,,,,
EENG-3110,ENG,Production Systems Engineering,"Manufacturing lines are modeled as networks of workstations, buffers, and material flows, and the course covers throughput analysis, bottleneck identification, and scheduling techniques used to improve production system performance. Queueing and simulation models are applied to case studies such as a circuit-board assembly line or an electronics test station. Students build a simplified simulation of a production line and use it to evaluate proposed changes in staffing or buffer sizing. Cross-listed with MANU-4035.",LEC,4,3,t,,,,,
EENG-3115,ENG,Hands-On Robotics,"Robot design is approached from the mechanism up: actuator selection and sizing, gear trains, manipulator kinematics, and the structural and electromechanical tradeoffs involved in building a physical robot rather than simulating one. Forward and inverse kinematics are developed for simple serial-link arms and applied to trajectory planning for a manipulator. The course emphasizes the mechanical and electromechanical design decisions that precede the navigation and perception algorithms covered in a separate robotics course.",LEC,4,3,t,,,,,
EENG-3120,ENG,Hands-On Robotics Laboratory,"Teams design, build, and program a robotic mechanism, integrating motors, sensors, and a microcontroller into a working system that must complete a specified physical task, such as picking up an object or navigating an obstacle course. Iterative testing and mechanical rework are a core part of the course, with students expected to diagnose and fix hardware failures under time pressure. Laboratory companion to EENG-3115.",LAB,2,3,t,,,,,
EENG-3125,ENG,Electronic Sensing Systems,"Transduction mechanisms for common sensors, resistive, capacitive, and photonic, are covered alongside the signal-conditioning circuitry needed to turn a small sensor output into a usable measurement: instrumentation amplifiers, bridge circuits, and filtering for noise rejection. Error sources such as drift, nonlinearity, and electromagnetic interference are analyzed with an eye toward practical measurement system design. Case studies cover strain measurement, temperature sensing, and optical detection.",LEC,4,3,t,,,,,
EENG-3130,ENG,Electronic Sensing Systems Laboratory,"Signal-conditioning circuits for common sensors such as strain gauges, thermistors, and photodiodes are built and characterized here, with students measuring sensitivity and noise floor against datasheet specifications. A final exercise integrates a sensor, conditioning circuit, and simple readout display into a working measurement instrument. Laboratory companion to EENG-3125.",LAB,2,3,t,,,,,
EENG-3135,ENG,Engineering Electromagnetics Laboratory,"Electromagnetic field quantities such as electric field strength, transmission-line standing-wave ratio, and waveguide propagation characteristics are measured here using a network analyzer and probe setups, with results compared to the analytical predictions from lecture. A final exercise characterizes a transmission-line or waveguide section and extracts its propagation constant from measured data. Laboratory companion to EENG-3010.",LAB,2,3,t,,,,,
EENG-4005,ENG,Senior Design I,"Student teams select and scope a substantial electrical engineering design project, then carry it from a written requirements specification through a system-level architecture and a detailed subsystem design. Teams document design tradeoffs, build early breadboard or simulation prototypes of critical subsystems, and defend their approach at a formal design review. The term ends with a written proposal report and an oral presentation to a faculty panel.",LEC,4,4,t,,,,,
EENG-4010,ENG,Senior Design II,"Teams carry their proposed design into full construction, integrating subsystems into a working prototype and debugging interactions that only appear once the whole system runs together. Formal test plans verify the prototype against the original requirements, and results drive a final round of design changes. The course closes with a written final report and a public oral demonstration of the finished project.",LEC,4,4,t,,,,,
EENG-4015,ENG,Amorphous Semiconductor Devices,"Disordered semiconductors such as amorphous silicon and chalcogenide glasses depart from the periodic lattice assumptions of standard device theory, and this course builds the physical picture needed to understand them: band tails, localized states, and variable-range hopping transport. Students compare density-of-states models against transport measurements and connect the physics to thin-film transistors, photovoltaic cells, and memory switching devices. Problem sets emphasize order-of-magnitude estimation over closed-form solutions, since amorphous materials rarely offer one.",LEC,4,4,t,,,,,
EENG-4020,ENG,Solid-State Devices,"Semiconductor device behavior is derived from the drift-diffusion and continuity equations, moving beyond simplified band-and-junction models to capture short-channel effects, velocity saturation, and other second-order behavior in modern field-effect transistors. Bipolar transistor high-frequency limitations and heterojunction devices are also examined. Students use numerical device simulation to explore behavior that lacks a convenient closed-form solution.",LEC,4,4,t,,,,,
EENG-4025,ENG,Integrated Microsystems,"Microelectromechanical sensors and actuators are treated as complete systems: a pressure sensor, an accelerometer, or a micromirror is studied from its mechanical structure through the electronics that read or drive it. The course surveys common transduction mechanisms, capacitive, piezoresistive, and piezoelectric, and shows how each couples to signal-conditioning circuitry. Fabrication detail is kept at a conceptual level throughout, with the emphasis placed on system-level integration and performance.",LEC,4,4,t,,,,,
EENG-4030,ENG,Integrated Microsystems Laboratory,"Students characterize packaged microsystem devices such as accelerometers and pressure sensors on the bench, measuring sensitivity, offset, and noise and building the signal-conditioning circuitry needed to read them out. Later sessions introduce a microfabricated test structure and ask students to relate its measured mechanical response to its design geometry. Laboratory companion to EENG-4025.",LAB,2,4,t,,,,,
EENG-4035,ENG,Digital System Testing,"Manufacturing defects in digital circuits are modeled as stuck-at and bridging faults, and the course develops automatic test pattern generation techniques to detect them, including path sensitization and fault simulation. Design-for-testability structures such as scan chains and built-in self-test are covered alongside the tradeoffs they impose on chip area and speed. Homework problems have students generate test vectors by hand for small combinational circuits before moving to tool-assisted methods.",LEC,4,4,t,,,,,
EENG-4040,ENG,VLSI Design II,"Static gate design expands here into dynamic logic families, memory circuits including SRAM and DRAM cell structures, and clocking and timing issues such as clock skew and setup and hold margins. Low-power design techniques, including voltage scaling and clock gating, are introduced alongside their tradeoffs against speed and reliability. Students analyze and design circuits that go well beyond simple static gates.",LEC,4,4,t,,,,,
EENG-4045,ENG,VLSI Design II Laboratory,"Students design and simulate the dynamic logic and memory circuits introduced in lecture, laying out an SRAM cell or a dynamic gate and verifying its read and write margins through transistor-level simulation. A semester project integrates a small memory block or a low-power logic circuit and evaluates it against area, speed, and power targets. Laboratory companion to EENG-4040.",LAB,2,4,t,,,,,
EENG-4050,ENG,Digital Integrated Circuits,"Digital integrated circuits are examined at the chip level here, covering interconnect resistance and capacitance modeling, signal integrity issues such as crosstalk and ground bounce, and the power distribution networks needed to deliver clean supply voltage across a large die. Input and output buffer design and electrostatic discharge protection are covered as the interface between a chip and the outside world. The course complements gate-level design courses by focusing on effects that only appear at full-chip scale.",LEC,4,4,t,,,,,
EENG-4055,ENG,Advanced Solid-State Microwave Circuits,"Microwave circuits built from solid-state devices are analyzed using scattering parameters, covering transistor amplifier design for gain and stability, oscillator topologies, and mixer circuits used in microwave transceivers. Impedance matching networks are designed graphically to meet gain, bandwidth, and noise-figure targets. Design examples work through a complete low-noise amplifier or oscillator from device selection to matching network layout.",LEC,4,4,t,,,,,
EENG-4060,ENG,Advanced Laser Systems,"This course extends the fundamentals of laser operation into pulsed and high-power regimes, covering Q-switching, mode-locking, and gain-switching techniques used to generate short optical pulses. Nonlinear effects such as harmonic generation and their role in extending laser wavelength coverage are also examined. Design problems estimate pulse energy, peak power, and repetition rate for a specified laser configuration.",LEC,4,4,t,,,,,
EENG-4065,ENG,Advanced Laser Systems Laboratory,"A pulsed or Q-switched laser system is operated on the bench here, with students measuring pulse energy, duration, and beam quality and comparing results to the mode-locking and Q-switching theory covered in lecture. A characterization exercise records output power as a function of pump level to extract threshold and slope efficiency for the system under test. Laboratory companion to EENG-4060.",LAB,2,4,t,,,,,
EENG-4070,ENG,Electro-Optic Semiconductors,"The electro-optic effect, the change in a materials refractive index under an applied electric field, is developed from crystal symmetry arguments and applied to the design of optical modulators and switches built in semiconductor and electro-optic crystal platforms. Phase and amplitude modulation schemes are analyzed for bandwidth and drive-voltage requirements. The course treats electro-optic modulation as a distinct device class from the light-emitting and light-detecting devices covered in earlier optoelectronics courses.",LEC,4,4,t,,,,,
EENG-4075,ENG,Plasmonics,"Surface plasmon polaritons, the coupled oscillations of free electrons and light at a metal-dielectric interface, are developed from Maxwells equations and used to explain field confinement below the diffraction limit. Applications covered include plasmonic waveguides, sensors that exploit the sensitivity of surface plasmon resonance to a local refractive index change, and enhanced light-matter interaction in nanostructured metals. Numerical examples estimate propagation length and confinement for representative metal-dielectric geometries.",LEC,4,4,t,,,,,
EENG-4080,ENG,Experimental Plasma Physics,"Ionized gases are described through single-particle motion in electric and magnetic fields, then through fluid and kinetic models that predict collective behavior such as Debye shielding, plasma oscillations, and wave propagation. Diagnostic techniques used to measure plasma parameters, including probes and spectroscopic methods, are covered alongside the theory they are meant to test. Applications span fusion confinement concepts, plasma processing, and space plasma phenomena. Cross-listed with NUCL-3055.",LEC,4,4,t,,,,,
EENG-4085,ENG,Experimental Plasma Physics Laboratory,"Working with a small laboratory plasma source, students measure electron temperature and density using electrostatic probes and observe basic plasma phenomena such as sheath formation and wave propagation. Diagnostic techniques including optical emission spectroscopy are used to characterize discharge conditions, and results are compared to the theoretical models covered in lecture. Laboratory companion to EENG-4080. Cross-listed with NUCL-3060.",LAB,2,4,t,,,,,
EENG-4090,ENG,Antenna Theory and Design,"Radiation from current distributions is derived from first principles here, starting with the elementary dipole and building through gain, directivity, and polarization to array factor calculations for linear arrays. Design exercises ask students to size a dipole or patch element for a target frequency and input impedance, then verify the result against a simulated radiation pattern. The course treats antennas as a design problem in electromagnetics rather than a component chosen from a catalog.",LEC,4,4,t,,,,,
EENG-4095,ENG,Digital Signal Processing Design,"Building on discrete-time system theory, this course focuses on designing filters to meet a target specification and implementing them under real hardware constraints such as fixed-point arithmetic, limited word length, and finite processor throughput. Filter design methods including windowing and equiripple approximation are compared for how closely they meet passband and stopband requirements. Students translate a filter specification into a working implementation and verify it against the target frequency response.",LEC,4,4,t,,,,,
EENG-4100,ENG,Digital Signal Processing Design Laboratory,"Filters designed in lecture are implemented on a signal-processing platform, with students measuring frequency response and quantifying the error introduced by fixed-point rounding relative to a floating-point reference. A closing project applies a designed filter to a recorded signal and evaluates whether it meets its passband and stopband targets. Laboratory companion to EENG-4095.",LAB,2,4,t,,,,,
EENG-4105,ENG,Embedded Control,"Continuous-time control designs are adapted for implementation on a microcontroller here, covering sampling rate selection, discretization of a continuous controller, and the effects of quantization and computational delay on closed-loop stability. Proportional-integral-derivative controllers are implemented in fixed-point arithmetic and evaluated against the same performance metrics used for their continuous counterparts. The course bridges classical control theory and the realities of running a controller on limited embedded hardware.",LEC,4,4,t,,,,,
EENG-4110,ENG,Embedded Control Laboratory,"A microcontroller running a digital control algorithm is used to regulate a physical plant, such as a motor speed or a temperature loop, and students tune the controller on hardware and compare its response to the simulation from lecture. Data logging and real-time plotting are used to diagnose steady-state error and oscillation caused by sampling rate or quantization. Laboratory companion to EENG-4105.",LAB,2,4,t,,,,,
EENG-4115,ENG,Autonomous Robotics,"Mobile robot navigation is built up from kinematic models of wheeled platforms through sensor fusion, localization, and path planning algorithms, connecting each topic to the perception and control problems a robot must solve to move through an environment. Coverage includes basic mapping techniques and obstacle avoidance strategies evaluated in simulation before any hardware is involved. Students implement a simplified planning algorithm and test it against a set of simulated environments.",LEC,4,4,t,,,,,
EENG-4120,ENG,Autonomous Robotics Laboratory,"Wheeled robot platforms are programmed here to execute the localization and path-planning algorithms introduced in lecture, using onboard sensors such as encoders and rangefinders to navigate a marked course. Teams iterate on a semester project that must complete a navigation task with a fixed budget of sensors and computation. Laboratory companion to EENG-4115.",LAB,2,4,t,,,,,
EENG-4125,ENG,Radiowave Propagation,"Radio signal behavior over real terrain and buildings is modeled beyond simple free-space propagation, covering reflection, diffraction, and scattering mechanisms and the empirical and statistical models used to predict path loss in practice. Multipath fading, shadowing, and Doppler spread are analyzed for their effect on link reliability. Link budget calculations tie the propagation models to overall system range and coverage planning.",LEC,4,4,t,,,,,
EENG-4130,ENG,Radiowave Propagation Laboratory,"Field and bench measurements here characterize how radio signals attenuate and fade over distance, comparing measured path loss to free-space and empirical propagation models covered in lecture. Students also measure multipath effects indoors using a network analyzer and relate the results to fading statistics. Laboratory companion to EENG-4125.",LAB,2,4,t,,,,,
EENG-4135,ENG,Design of Digital Control Systems,"Digital control design is developed from the z-transform through pulse transfer functions, covering discretization of continuous plants, digital compensator design, and stability analysis on the z-plane. State-space methods for digital controllers, including pole placement and observer design, extend the classical transform-based techniques covered earlier in the course. Design examples apply these methods to mechanical and electromechanical plants such as a positioning stage or a motor drive. Cross-listed with MECH-4025.",LEC,4,4,t,,,,,
EENG-4140,ENG,Patent Fundamentals for Engineers,"Patentability, novelty, and obviousness are introduced from an engineer's perspective, covering how to read a patent claim, search prior art, and document an invention disclosure in a way that supports a later patent application. Case studies drawn from electrical and electronic technologies illustrate how claims are drafted to cover a range of implementations. The course is designed for engineers who will work alongside intellectual property professionals rather than for those pursuing formal legal training.",LEC,4,4,t,,,,,
MANU-1005,MAN,Design and Manufacturing I,"An entry point to product design, covering engineering sketching, dimensioning, and basic tolerancing alongside an overview of core manufacturing processes such as casting, injection molding, and machining. Simple design-for-manufacture guidelines introduce how part geometry and material choice affect cost and producibility. Weekly design exercises build toward a small manufactured component completed in the paired laboratory.",LEC,4,1,t,,,,,
MANU-1010,MAN,Design and Manufacturing I Laboratory,"The lab pairs basic machine shop practice (mill, lathe, drill press, and hand tools) with measurement technique using calipers, micrometers, and dial indicators. Students fabricate a sequence of simple parts from engineering drawings, checking dimensions and tolerances against spec, and submit lab reports documenting process choices and results. Safety procedures and shop etiquette are enforced from the first session. Laboratory companion to MANU-1005.",LAB,2,1,t,,,,,
MANU-2005,MAN,Materials Engineering Design,"Material selection is framed as a design decision: given a set of functional requirements, students use property charts and selection indices to weigh candidate metals, polymers, ceramics, and composites against cost, weight, and manufacturability. Short case studies trace historical material substitutions, such as aluminum for steel in automotive panels, to show how selection criteria shift with application. Cross-listed with MATL-3010.",LEC,4,2,t,,,,,
MANU-2010,MAN,Design and Manufacturing II,"Design work advances to parametric CAD modeling, geometric dimensioning and tolerancing, and formal design-for-manufacture and design-for-assembly review. Process planning introduces CNC machining sequences and fixturing strategy for mid-complexity parts, with tolerance stack-up analysis used to catch fit problems before they reach the shop floor. A term project carries a component from concept sketch through a manufacturing-ready drawing package.",LEC,4,2,t,,,,,
MANU-2015,MAN,Design and Manufacturing II Laboratory,"Building on first-year shop skills, this lab moves to CNC milling and turning, with students programming toolpaths from CAD models and verifying dimensional accuracy against tolerance stacks. Teams assemble multi-part subsystems, troubleshoot fit and function issues, and document machining parameters and iteration history in structured reports. Laboratory companion to MANU-2010.",LAB,2,2,t,,,,,
MANU-2020,MAN,Machining Processes,"Conventional machining processes such as turning, milling, drilling, and grinding are analyzed through cutting mechanics: chip formation, tool geometry, and the speeds and feeds that govern material removal rate. Tool wear mechanisms and their effect on surface finish and dimensional accuracy are covered alongside selection of cutting tool materials such as carbide and ceramic inserts. Cross-listed with MECH-3055.",LEC,4,2,t,,,,,
MANU-3005,MAN,Design and Manufacturing III,"Design work matures toward production readiness: students develop a manufacturing process plan for a multi-part assembly, estimate unit cost across candidate processes, and specify tooling requirements for a target production volume. Simulation tools check assembly tolerances and manufacturability before committing to hard tooling. The course bridges the single-part focus of earlier design courses with the system-level view needed for the capstone.",LEC,4,3,t,,,,,
MANU-3010,MAN,Statistical Quality Control,"Statistical methods for monitoring and improving process quality open with control charts: X-bar and R charts, p-charts, and the rules used to detect an out-of-control process. Process capability indices such as Cp and Cpk quantify how well a process meets specification limits, and acceptance sampling plans are introduced for incoming inspection. Worked examples draw on measurement data from machined parts and assembly lines. Cross-listed with MECH-3060.",LEC,4,3,t,,,,,
MANU-3015,MAN,Statistical Quality Control Laboratory,"This lab puts control-chart theory into practice on the measurement floor. Students run gauge repeatability and reproducibility studies, calibrate calipers, micrometers, and coordinate measuring machines, and build X-bar and R charts from real part measurements. Teams sample a running process, compute Cp and Cpk from their own data, and flag when a process drifts out of control. Reports document measurement system error alongside the quality decisions it drives. Laboratory companion to MANU-3010.",LAB,2,3,t,,,,,
MANU-3020,MAN,Materials Engineering Design Laboratory,"Laboratory sessions pair mechanical testing (tensile, hardness, and impact) with failure analysis of fractured or corroded samples, building the evidence base for a term-long material selection project. Students benchmark candidate materials against a design brief, document test procedures and data in formal reports, and present a final material recommendation. Laboratory companion to MANU-2005. Cross-listed with MATL-3015.",LAB,2,3,t,,,,,
MANU-3025,MAN,Composite Materials,"Fiber-reinforced composites are introduced through their constituent phases: reinforcing fibers such as glass and carbon, and polymer, metal, or ceramic matrices that bind them. Coverage includes laminate stacking sequences, basic micromechanics for predicting stiffness and strength, and common fabrication routes like hand layup, filament winding, and resin transfer molding. Case studies from aerospace and automotive panels illustrate how fiber orientation and matrix choice drive performance tradeoffs. Cross-listed with MATL-3055.",LEC,4,3,t,,,,,
MANU-3030,MAN,Design for Manufacturing,"Design-for-manufacture rules are examined process by process: draft angles and wall thickness for injection molding, bend allowances and minimum flange lengths for sheet metal, and parting-line placement for casting. Students redesign a supplied part to reduce cycle time or scrap rate under a named manufacturing process, then justify the cost impact of each change. Cross-listed with MECH-3050.",LEC,4,3,t,,,,,
MANU-3035,MAN,Material Handling Systems,"Coverage spans the equipment and layout decisions behind moving materials through a factory or warehouse: conveyors, automated guided vehicles, forklifts, and storage racking. Students learn to size throughput requirements, lay out receiving and staging areas, and calculate basic queuing and buffer capacity for a production line. Case examples cover distribution centers and assembly plants alike.",LEC,4,3,t,,,,,
MANU-3040,MAN,Lean Manufacturing and Services,"Lean principles built around waste elimination and flow are applied across both factory floors and service operations. Tools covered include value stream mapping, kanban pull systems, 5S workplace organization, and single-minute exchange of die for reducing changeover time. Students map an existing process, identify non-value-added steps, and propose a redesigned workflow with supporting metrics.",LEC,4,3,t,,,,,
MANU-3045,MAN,Production and Inventory Control,"Production planning and inventory management are formalized through models such as economic order quantity, safety stock calculation, and material requirements planning. Students build a master production schedule from a forecasted demand pattern and translate it into a time-phased materials plan for a multi-level bill of materials. Forecasting error and its effect on inventory buffers is examined through sensitivity analysis.",LEC,4,3,t,,,,,
MANU-4005,MAN,Senior Design I,"The first half of the senior capstone carries a product from an initial concept through a validated design ready for build. Teams define requirements, iterate through concept selection and detailed design, and produce a manufacturing process plan with supplier and tooling commitments in place. The term concludes with a design review and a build plan that carries directly into the second capstone term.",LEC,4,4,t,,,,,
MANU-4010,MAN,Senior Design II,"The second half of the senior capstone executes the build plan set in the first term. Teams procure parts, coordinate shop and supplier schedules, and assemble a functional working prototype from their own design package. Testing against the original requirements drives a final round of design changes and troubleshooting. The term ends with a working prototype demonstration and a written design history documenting decisions and tradeoffs across both terms.",LEC,4,4,t,,,,,
MANU-4015,MAN,Global Manufacturing,"Location decisions for manufacturing capacity are analyzed against labor cost, logistics distance, tariff exposure, and quality risk across regions. Case studies of multinational producers illustrate tradeoffs between offshoring, nearshoring, and reshoring, including the hidden costs of extended supply chains such as inventory buffers and quality escapes. Students build a landed-cost comparison for a candidate product across two or more manufacturing locations. Cross-listed with MECH-4045.",LEC,4,4,t,,,,,
MANU-4020,MAN,Advanced Mechatronics for Manufacturing,"Automated manufacturing equipment is built from the integration of sensors, actuators, and embedded control, and this course covers PLC programming, servo motor control, and sensor selection for closed-loop feedback. Students design and program a control system for a small automated workcell, such as a pick-and-place station or a robotic dispensing arm, addressing timing, safety interlocks, and fault handling. Cross-listed with MECH-4040.",LEC,4,4,t,,,,,
MANU-4025,MAN,Design Optimization,"Numerical optimization techniques such as gradient-based search, genetic algorithms, and topology optimization are applied to structural and mechanical design problems with competing objectives like weight, stiffness, and cost. Students formulate design variables, constraints, and objective functions for case problems such as bracket redesign or truss layout, then solve them with optimization software. Cross-listed with MECH-4030.",LEC,4,4,t,,,,,
MANU-4030,MAN,Fatigue in Mechanical Design,"Cyclic loading and its effect on mechanical components anchors this course: S-N curves, stress concentration factors, and mean-stress corrections are used to predict fatigue life for shafts, fasteners, and welded joints. Crack initiation and propagation are introduced through basic fracture mechanics, including crack growth rate models. Historical failures, from aircraft fuselages to bridge components, illustrate how design margins are set in practice. Cross-listed with MECH-4035.",LEC,4,4,t,,,,,
MANU-4035,MAN,Production Systems Engineering,"Manufacturing lines are modeled as networks of workstations, buffers, and material flows, and the course covers throughput analysis, bottleneck identification, and scheduling techniques used to improve production system performance. Queueing and simulation models are applied to case studies such as a circuit-board assembly line or an electronics test station. Students build a simplified simulation of a production line and use it to evaluate proposed changes in staffing or buffer sizing. Cross-listed with EENG-3110.",LEC,4,4,t,,,,,
MANU-4040,MAN,Scheduling,"Sequencing and scheduling problems are formulated for both job shop and flow shop environments, covering dispatching rules, critical ratio scheduling, and bottleneck-focused approaches such as drum-buffer-rope. Students compare heuristic scheduling rules against optimal solutions for small problem instances and evaluate tradeoffs between makespan, tardiness, and machine utilization. A term assignment schedules a multi-product production run under capacity constraints.",LEC,4,4,t,,,,,
MANU-4045,MAN,Statistical Quality Control II,"Building past the control-chart foundation of introductory quality control, this course covers design of experiments for process optimization, multivariate and EWMA control charts for detecting subtle shifts, and regression-based methods for relating process inputs to output quality. The DMAIC framework structures a term-long improvement project on a real or simulated process. Emphasis falls on situations where single-variable charts miss interacting effects.",LEC,4,4,t,,,,,
MANU-4050,MAN,Design Problems,"An independent study format lets a student pursue an open design problem under faculty supervision, beginning with a written proposal that scopes the problem, deliverables, and schedule. Work proceeds through concept development, analysis, and design iteration appropriate to the chosen topic, culminating in a final written report and an oral presentation to faculty. Cross-listed with MATL-4035.",IND,2,4,t,,,,,
MANU-4055,MAN,Derivative Instruments and Commodity Risk,"Manufacturers face volatile input costs, and this course examines how futures, forwards, options, and swaps are used to hedge exposure to raw-material prices, energy costs, and currency movements. Students build hedge ratios for a commodity-exposed production plan, evaluate basis risk, and compare exchange-traded contracts against over-the-counter alternatives. Applications draw on metals, plastics resin, and energy markets relevant to a manufacturing supply chain.",LEC,4,4,t,,,,,
MANU-4060,MAN,Marine Structure Construction,"Fabrication and assembly methods for ships and offshore structures are covered, including hull plate forming, block construction sequencing, and welding procedures suited to marine-grade steel. Corrosion protection strategies such as cathodic protection and coating systems address the demands of a saltwater environment. Case studies examine how large sub-assemblies are built in modules and joined at final erection.",LEC,4,4,t,,,,,
MANU-4065,MAN,Industrial Operations Project,"A team project embeds students directly with an industrial partner's operations to study a live production or logistics problem on-site. Teams scope the problem with the partner, gather operational data, and develop process or system recommendations grounded in the partner's actual constraints. The term concludes with a written report and a presentation delivered to the partner organization.",IND,2,4,t,,,,,
MATL-1005,MAT,Introduction to Materials and Manufacturing,"A broad survey introduces the four major materials classes (metals, polymers, ceramics, and composites) alongside the manufacturing processes commonly paired with each, such as casting for metals and injection molding for polymers. Basic property concepts, including strength, stiffness, and ductility, are related to atomic and molecular structure at a qualitative level. The course sets up the material and process vocabulary used throughout both the Materials Science and Manufacturing programs.",LEC,4,1,t,,,,,
MATL-1010,MAT,Physics of Materials,"Material properties are derived from underlying physics: atomic bonding types, crystal structure, and electron band theory explain why some solids conduct electricity and others insulate. Thermal and magnetic properties, including heat capacity and basic ferromagnetism, are connected back to the same structural and electronic framework. Problem sets emphasize quantitative prediction of property trends across material families.",LEC,4,1,t,,,,,
